Job Title,Company,Job Location,Job Location City,Job Location State,Job Posting Seen,Country,Position,Job Level,Job Type,Job Skills
"Data Science Manager, Growth",Coinbase,"Seattle, WA",Seattle,WA,2024-01-14,United States,Supervisor Line,Mid senior,Onsite,Python
"Data Science Manager, Growth",Coinbase,"Seattle, WA",Seattle,WA,2024-01-14,United States,Supervisor Line,Mid senior,Onsite,Tableau
Business Analyst Data SQL,CERES Group,"Boston, MA",Boston,MA,2024-01-15,United States,Actuary,Mid senior,Onsite,Data Analysis
Business Analyst Data SQL,CERES Group,"Boston, MA",Boston,MA,2024-01-15,United States,Actuary,Mid senior,Onsite,Data Analysis
"Sr. HR Manager, HR Systems and Data Analysis",Russell Tobin,"Phoenix, AZ",Phoenix,AZ,2024-01-16,United States,Manager Forms Analysis,Mid senior,Onsite,Project Management
"Sr. HR Manager, HR Systems and Data Analysis",Russell Tobin,"Phoenix, AZ",Phoenix,AZ,2024-01-16,United States,Manager Forms Analysis,Mid senior,Onsite,Data Visualization
"Sr. HR Manager, HR Systems and Data Analysis",Russell Tobin,"Phoenix, AZ",Phoenix,AZ,2024-01-16,United States,Manager Forms Analysis,Mid senior,Onsite,Python
"Sr. HR Manager, HR Systems and Data Analysis",Russell Tobin,"Phoenix, AZ",Phoenix,AZ,2024-01-16,United States,Manager Forms Analysis,Mid senior,Onsite,SQL
"Sr. HR Manager, HR Systems and Data Analysis",Russell Tobin,"Phoenix, AZ",Phoenix,AZ,2024-01-16,United States,Manager Forms Analysis,Mid senior,Onsite,Tableau
"Sr. HR Manager, HR Systems and Data Analysis",Russell Tobin,"Phoenix, AZ",Phoenix,AZ,2024-01-16,United States,Manager Forms Analysis,Mid senior,Onsite,Data Analysis
"Sr. HR Manager, HR Systems and Data Analysis",Russell Tobin,"Phoenix, AZ",Phoenix,AZ,2024-01-16,United States,Manager Forms Analysis,Mid senior,Onsite,Data Visualization
"Sr. HR Manager, HR Systems and Data Analysis",Russell Tobin,"Phoenix, AZ",Phoenix,AZ,2024-01-16,United States,Manager Forms Analysis,Mid senior,Onsite,Project Management
"Sr. HR Manager, HR Systems and Data Analysis",Russell Tobin,"Phoenix, AZ",Phoenix,AZ,2024-01-16,United States,Manager Forms Analysis,Mid senior,Onsite,Data Analysis
Senior Data Analyst - Cryptography \u0026 Governance,Dice,"Irving, TX",Irving,TX,2024-01-15,United States,Actuary,Mid senior,Onsite,Data Analysis
Data Management Analyst,Sayres Defense,"Washington, DC",Washington,DC,2024-01-16,United States,Manager Reports Analysis,Mid senior,Onsite,Data Analysis
Data Management Analyst,Sayres Defense,"Washington, DC",Washington,DC,2024-01-16,United States,Manager Reports Analysis,Mid senior,Onsite,Tableau
Data Management Analyst,Sayres Defense,"Washington, DC",Washington,DC,2024-01-16,United States,Manager Reports Analysis,Mid senior,Onsite,Data Visualization
Data Management Analyst,Sayres Defense,"Washington, DC",Washington,DC,2024-01-16,United States,Manager Reports Analysis,Mid senior,Onsite,SQL
Database Engineer,Red Arch Solutions,"Chantilly, VA",Chantilly,VA,2024-01-14,United States,Data Base Administrator,Mid senior,Onsite,Data Visualization
Senior Manager - Customer Data Management,PepsiCo,"Purchase, NY",Purchase,NY,2024-01-16,United States,Supervisor Identification And Communications,Mid senior,Onsite,Project Management
"Lead Data Engineer (Fintech team) (Bangkok based, relocation provided)",Agoda,"Oakland, CA",Oakland,CA,2024-01-17,United States,Supervisor Pipelines,Mid senior,Onsite,SQL
"Lead Data Engineer (Fintech team) (Bangkok based, relocation provided)",Agoda,"Oakland, CA",Oakland,CA,2024-01-17,United States,Supervisor Pipelines,Mid senior,Onsite,SQL
Senior Civil Project Manager - Data Centers,Langan Engineering & Environmental Services,"Houston, TX",Houston,TX,2024-01-14,United States,Building Consultant,Mid senior,Onsite,Project Management
Senior Data Scientist,CACI International Inc,"Arlington, VA",Arlington,VA,2024-01-16,United States,Mathematician,Mid senior,Onsite,AWS
Senior Data Scientist,CACI International Inc,"Arlington, VA",Arlington,VA,2024-01-16,United States,Mathematician,Mid senior,Onsite,Data Analysis
Senior Data Scientist,CACI International Inc,"Arlington, VA",Arlington,VA,2024-01-16,United States,Mathematician,Mid senior,Onsite,Data Engineering
Senior Data Scientist,CACI International Inc,"Arlington, VA",Arlington,VA,2024-01-16,United States,Mathematician,Mid senior,Onsite,Data Science
Senior Data Scientist,CACI International Inc,"Arlington, VA",Arlington,VA,2024-01-16,United States,Mathematician,Mid senior,Onsite,Machine Learning
Senior Data Scientist,CACI International Inc,"Arlington, VA",Arlington,VA,2024-01-16,United States,Mathematician,Mid senior,Onsite,Python
Senior Data Scientist,CACI International Inc,"Arlington, VA",Arlington,VA,2024-01-16,United States,Mathematician,Mid senior,Onsite,SQL
Senior Software Engineer - Data Pipe Infrastructure,Jobs via eFinancialCareers,"New York, NY",New York,NY,2024-01-14,United States,Interpreter,Mid senior,Onsite,Data Engineering
Senior Software Engineer - Data Pipe Infrastructure,Jobs via eFinancialCareers,"New York, NY",New York,NY,2024-01-14,United States,Interpreter,Mid senior,Onsite,Machine Learning
Senior Software Engineer - Data Pipe Infrastructure,Jobs via eFinancialCareers,"New York, NY",New York,NY,2024-01-14,United States,Interpreter,Mid senior,Onsite,SQL
Senior Software Engineer - Data Pipe Infrastructure,Jobs via eFinancialCareers,"New York, NY",New York,NY,2024-01-14,United States,Interpreter,Mid senior,Onsite,Python
"Data Scientist, Senior Manager",Cognizant,"Dallas, TX",Dallas,TX,2024-01-14,United States,Biologist,Mid senior,Onsite,Data Science
"Data Scientist, Senior Manager",Cognizant,"Dallas, TX",Dallas,TX,2024-01-14,United States,Biologist,Mid senior,Onsite,Machine Learning
"Data Scientist, Senior Manager",Cognizant,"Dallas, TX",Dallas,TX,2024-01-14,United States,Biologist,Mid senior,Onsite,Python
"Data Scientist, Senior Manager",Cognizant,"Dallas, TX",Dallas,TX,2024-01-14,United States,Biologist,Mid senior,Onsite,SQL
"Data Scientist, Senior Manager",Cognizant,"Dallas, TX",Dallas,TX,2024-01-14,United States,Biologist,Mid senior,Onsite,Tableau
"Data Scientist, Senior Manager",Cognizant,"Dallas, TX",Dallas,TX,2024-01-14,United States,Biologist,Mid senior,Onsite,Data Visualization
Database Administrator Senior with Security Clearance,ClearanceJobs,"Rock Island, IL",Rock Island,IL,2024-01-14,United States,Data Base Administrator,Mid senior,Onsite,Python
Database Administrator Senior with Security Clearance,ClearanceJobs,"Rock Island, IL",Rock Island,IL,2024-01-14,United States,Data Base Administrator,Mid senior,Onsite,SQL
"Principle Engineer, Data Analytics Engineering - Java/Spring",Western Digital,"San Jose, CA",San Jose,CA,2024-01-14,United States,Value Engineer,Mid senior,Onsite,SQL
"Staff Software Engineer, Data Privacy",Lyft,"Seattle, WA",Seattle,WA,2024-01-15,United States,Detective,Mid senior,Onsite,SQL
"Staff Software Engineer, Data Privacy",Lyft,"Seattle, WA",Seattle,WA,2024-01-15,United States,Detective,Mid senior,Onsite,AWS
"Manager, Product Manager -- Machine Learning Experience, Enterprise Platform Development Team",Capital One,"Plano, TX",Plano,TX,2024-01-17,United States,Supervisor Pipelines,Mid senior,Onsite,Machine Learning
"Manager, Product Manager -- Machine Learning Experience, Enterprise Platform Development Team",Capital One,"Plano, TX",Plano,TX,2024-01-17,United States,Supervisor Pipelines,Mid senior,Onsite,Data Science
"Manager, Product Manager -- Machine Learning Experience, Enterprise Platform Development Team",Capital One,"Plano, TX",Plano,TX,2024-01-17,United States,Supervisor Pipelines,Mid senior,Onsite,Python
"Manager, Product Manager -- Machine Learning Experience, Enterprise Platform Development Team",Capital One,"Plano, TX",Plano,TX,2024-01-17,United States,Supervisor Pipelines,Mid senior,Onsite,SQL
Senior ML Engineer,CyberCoders,"San Jose, CA",San Jose,CA,2024-01-14,United States,Mechanical Research Engineer,Mid senior,Onsite,Machine Learning
Senior ML Engineer,CyberCoders,"San Jose, CA",San Jose,CA,2024-01-14,United States,Mechanical Research Engineer,Mid senior,Onsite,Python
Lead Data Engineer,Jobs for Humanity,"Dover, DE",Dover,DE,2024-01-14,United States,Systems Analyst,Mid senior,Onsite,Python
Lead Data Engineer,Jobs for Humanity,"Dover, DE",Dover,DE,2024-01-14,United States,Systems Analyst,Mid senior,Onsite,AWS
Software Engineer III / Full Stack - Data Management,ClickJobs.io,"The Colony, TX",The Colony,TX,2024-01-16,United States,Engineer Of System Development,Mid senior,Onsite,Python
Software Engineer III / Full Stack - Data Management,ClickJobs.io,"The Colony, TX",The Colony,TX,2024-01-16,United States,Engineer Of System Development,Mid senior,Onsite,Machine Learning
Sr. Data Engineer (Hybrid),ClickJobs.io,"York, PA",York,PA,2024-01-14,United States,Systems Analyst,Mid senior,Onsite,Python
Sr. Data Engineer (Hybrid),ClickJobs.io,"York, PA",York,PA,2024-01-14,United States,Systems Analyst,Mid senior,Onsite,SQL
Sr. Data Engineer (Hybrid),ClickJobs.io,"York, PA",York,PA,2024-01-14,United States,Systems Analyst,Mid senior,Onsite,AWS
Staff Data Scientist (Deep Learning),Lawrence Harvey,"Boston, MA",Boston,MA,2024-01-16,United States,Geophysicist,Mid senior,Onsite,Machine Learning
Staff Data Scientist (Deep Learning),Lawrence Harvey,"Boston, MA",Boston,MA,2024-01-16,United States,Geophysicist,Mid senior,Onsite,Python
Staff Data Scientist (Deep Learning),Lawrence Harvey,"Boston, MA",Boston,MA,2024-01-16,United States,Geophysicist,Mid senior,Onsite,AWS
Data Scientist - Natural Language Processing,NVIDIA,"Santa Clara, CA",Santa Clara,CA,2024-01-14,United States,Job Development Specialist,Mid senior,Onsite,Python
Data Scientist - Natural Language Processing,NVIDIA,"Santa Clara, CA",Santa Clara,CA,2024-01-14,United States,Job Development Specialist,Mid senior,Onsite,SQL
Site Reliability Engineer - AML,ByteDance,"Seattle, WA",Seattle,WA,2024-01-14,United States,Reliability Engineer,Mid senior,Onsite,Python
Staff Data Engineer,Linktree,"Los Angeles, CA",Los Angeles,CA,2024-01-14,United States,Data Base Administrator,Mid senior,Onsite,Data Engineering
Senior Data Quality Engineer,Software Resources,"Bristol, CT",Bristol,CT,2024-01-14,United States,Chemical Engineer,Mid senior,Onsite,Python
Senior Data Quality Engineer,Software Resources,"Bristol, CT",Bristol,CT,2024-01-14,United States,Chemical Engineer,Mid senior,Onsite,SQL
Sr. Cloud Data Engineer with Security Clearance,ClearanceJobs,"Sterling, VA",Sterling,VA,2024-01-16,United States,Loading-Machine Tool-Setter,Mid senior,Onsite,Data Visualization
Sr. Cloud Data Engineer with Security Clearance,ClearanceJobs,"Sterling, VA",Sterling,VA,2024-01-16,United States,Loading-Machine Tool-Setter,Mid senior,Onsite,Tableau
Sr. Cloud Data Engineer with Security Clearance,ClearanceJobs,"Sterling, VA",Sterling,VA,2024-01-16,United States,Loading-Machine Tool-Setter,Mid senior,Onsite,Python
Sr. Cloud Data Engineer with Security Clearance,ClearanceJobs,"Sterling, VA",Sterling,VA,2024-01-16,United States,Loading-Machine Tool-Setter,Mid senior,Onsite,SQL
Data & Analytics Portfolio Manager,Dice,"Edison, NJ",Edison,NJ,2024-01-14,United States,Manager Stage,Mid senior,Onsite,Python
Data & Analytics Portfolio Manager,Dice,"Edison, NJ",Edison,NJ,2024-01-14,United States,Manager Stage,Mid senior,Onsite,SQL
Senior Machine Learning Engineer - AI,Recruiting from Scratch,"Cicero, IL",Cicero,IL,2024-01-14,United States,Agricultural-Research Engineer,Mid senior,Onsite,Machine Learning
Senior Machine Learning Engineer - AI,Recruiting from Scratch,"Cicero, IL",Cicero,IL,2024-01-14,United States,Agricultural-Research Engineer,Mid senior,Onsite,Python
Senior Machine Learning Engineer - AI,Recruiting from Scratch,"Cicero, IL",Cicero,IL,2024-01-14,United States,Agricultural-Research Engineer,Mid senior,Onsite,Machine Learning
"Director, Securities Data Management",Jobs for Humanity,"Springfield, MA",Springfield,MA,2024-01-16,United States,Inspector General,Mid senior,Onsite,SQL
"Director, Securities Data Management",Jobs for Humanity,"Springfield, MA",Springfield,MA,2024-01-16,United States,Inspector General,Mid senior,Onsite,Project Management
Senior MLOps Engineer,Recruiting from Scratch,"Santa Clara, CA",Santa Clara,CA,2024-01-15,United States,Airport Engineer,Mid senior,Onsite,Data Engineering
"Senior Data Scientist, Pricing and Promotions",Petco,"Sacramento, CA",Sacramento,CA,2024-01-16,United States,Mathematician,Mid senior,Onsite,Python
"Senior Data Scientist, Pricing and Promotions",Petco,"Sacramento, CA",Sacramento,CA,2024-01-16,United States,Mathematician,Mid senior,Onsite,SQL
"Senior Data Scientist, Pricing and Promotions",Petco,"Sacramento, CA",Sacramento,CA,2024-01-16,United States,Mathematician,Mid senior,Onsite,Tableau
"Senior Data Scientist, Pricing and Promotions",Petco,"Sacramento, CA",Sacramento,CA,2024-01-16,United States,Mathematician,Mid senior,Onsite,Tableau
Machine Learning Scientist - Natural Language Processing (NLP) - Vice President - Machine Learning Center of Excellence,JPMorgan Chase & Co.,"New York, NY",New York,NY,2024-01-16,United States,Horticulturist,Mid senior,Onsite,Machine Learning
Machine Learning Scientist - Natural Language Processing (NLP) - Vice President - Machine Learning Center of Excellence,JPMorgan Chase & Co.,"New York, NY",New York,NY,2024-01-16,United States,Horticulturist,Mid senior,Onsite,Data Science
Audit Manager - Data/Tech (BSA/AML including Sanctions),Bank of America,"East Hartford, CT",East Hartford,CT,2024-01-14,United States,Supervisor Line,Mid senior,Onsite,Data Analysis
Audit Manager - Data/Tech (BSA/AML including Sanctions),Bank of America,"East Hartford, CT",East Hartford,CT,2024-01-14,United States,Supervisor Line,Mid senior,Onsite,AWS
"Manager, Data Engineering (Python, AWS, Airflow, Snowflake) (Hybrid)",Jobs for Humanity,"Wilmington, DE",Wilmington,DE,2024-01-15,United States,Electrical-Installation Supervisor,Mid senior,Onsite,Python
"Manager, Data Engineering (Python, AWS, Airflow, Snowflake) (Hybrid)",Jobs for Humanity,"Wilmington, DE",Wilmington,DE,2024-01-15,United States,Electrical-Installation Supervisor,Mid senior,Onsite,AWS
"Manager, Data Engineering (Python, AWS, Airflow, Snowflake) (Hybrid)",Jobs for Humanity,"Wilmington, DE",Wilmington,DE,2024-01-15,United States,Electrical-Installation Supervisor,Mid senior,Onsite,SQL
"Data Center Facilities Manager, Dojo",Tesla,"Palo Alto, CA",Palo Alto,CA,2024-01-14,United States,Manager Records Analysis,Mid senior,Onsite,Project Management
Data Solutions Architect,Apexon,"Berkeley Heights, NJ",Berkeley Heights,NJ,2024-01-14,United States,Documentation Engineer,Mid senior,Onsite,AWS
Data Solutions Architect,Apexon,"Berkeley Heights, NJ",Berkeley Heights,NJ,2024-01-14,United States,Documentation Engineer,Mid senior,Onsite,SQL
Data Solutions Architect,Apexon,"Berkeley Heights, NJ",Berkeley Heights,NJ,2024-01-14,United States,Documentation Engineer,Mid senior,Onsite,Python
Data Solutions Architect,Apexon,"Berkeley Heights, NJ",Berkeley Heights,NJ,2024-01-14,United States,Documentation Engineer,Mid senior,Onsite,Tableau
Lead Machine Learning Engineer,Jobs for Humanity,"New York County, NY",New York County,NY,2024-01-14,United States,Test Fixture Designer,Mid senior,Onsite,Python
Lead Machine Learning Engineer,Jobs for Humanity,"New York County, NY",New York County,NY,2024-01-14,United States,Test Fixture Designer,Mid senior,Onsite,SQL
Data Delivery Manager,EPAM Systems,"Newtown, PA",Newtown,PA,2024-01-14,United States,Supervisor Line,Associate,Onsite,Project Management
Data Delivery Manager,EPAM Systems,"Newtown, PA",Newtown,PA,2024-01-14,United States,Supervisor Line,Associate,Onsite,Machine Learning
Data Delivery Manager,EPAM Systems,"Newtown, PA",Newtown,PA,2024-01-14,United States,Supervisor Line,Associate,Onsite,Data Visualization
Data Delivery Manager,EPAM Systems,"Newtown, PA",Newtown,PA,2024-01-14,United States,Supervisor Line,Associate,Onsite,AWS
R&D Data Scientist,Boston Metal,"Woburn, MA",Woburn,MA,2024-01-16,United States,Geophysicist,Mid senior,Onsite,Python
Senior Lead Data Engineer,Jobs for Humanity,"Harrisonburg, VA",Harrisonburg,VA,2024-01-14,United States,Agricultural-Research Engineer,Mid senior,Onsite,Python
Senior Lead Data Engineer,Jobs for Humanity,"Harrisonburg, VA",Harrisonburg,VA,2024-01-14,United States,Agricultural-Research Engineer,Mid senior,Onsite,AWS
Senior RCM Data Engineer - Data Operations,Aspen Dental,"Chicago, IL",Chicago,IL,2024-01-14,United States,Systems Analyst,Mid senior,Onsite,Data Engineering
Senior RCM Data Engineer - Data Operations,Aspen Dental,"Chicago, IL",Chicago,IL,2024-01-14,United States,Systems Analyst,Mid senior,Onsite,Python
Senior RCM Data Engineer - Data Operations,Aspen Dental,"Chicago, IL",Chicago,IL,2024-01-14,United States,Systems Analyst,Mid senior,Onsite,SQL
Data Analytics Senior Auditor - Consumer Lending,Wells Fargo,"Philadelphia, PA",Philadelphia,PA,2024-01-15,United States,Auditor Internal,Mid senior,Onsite,SQL
Data Analytics Senior Auditor - Consumer Lending,Wells Fargo,"Philadelphia, PA",Philadelphia,PA,2024-01-15,United States,Auditor Internal,Mid senior,Onsite,Python
Data Analytics Senior Auditor - Consumer Lending,Wells Fargo,"Philadelphia, PA",Philadelphia,PA,2024-01-15,United States,Auditor Internal,Mid senior,Onsite,Tableau
Contractor - Epic Clarity Data Analyst - Revenue Cycle,Deloitte,"Missouri, United States",Missouri,United States,2024-01-15,United States,Actuary,Mid senior,Onsite,Data Analysis
Contractor - Epic Clarity Data Analyst - Revenue Cycle,Deloitte,"Missouri, United States",Missouri,United States,2024-01-15,United States,Actuary,Mid senior,Onsite,SQL
Contractor - Epic Clarity Data Analyst - Revenue Cycle,Deloitte,"Missouri, United States",Missouri,United States,2024-01-15,United States,Actuary,Mid senior,Onsite,Python
Contractor - Epic Clarity Data Analyst - Revenue Cycle,Deloitte,"Missouri, United States",Missouri,United States,2024-01-15,United States,Actuary,Mid senior,Onsite,Data Visualization
Contractor - Epic Clarity Data Analyst - Revenue Cycle,Deloitte,"Missouri, United States",Missouri,United States,2024-01-15,United States,Actuary,Mid senior,Onsite,Project Management
Senior Strategic Data Analyst with Security Clearance,ClearanceJobs,"Fort Belvoir, VA",Fort Belvoir,VA,2024-01-15,United States,Actuary,Mid senior,Onsite,Data Analysis
"Manager, Data Management",KMK Consulting Inc.,"Morristown, NJ",Morristown,NJ,2024-01-16,United States,Supervisor Cutting Department,Mid senior,Onsite,Data Analysis
"Manager, Data Management",KMK Consulting Inc.,"Morristown, NJ",Morristown,NJ,2024-01-16,United States,Supervisor Cutting Department,Mid senior,Onsite,Data Visualization
"Manager, Data Management",KMK Consulting Inc.,"Morristown, NJ",Morristown,NJ,2024-01-16,United States,Supervisor Cutting Department,Mid senior,Onsite,SQL
"Manager, Data Engineering (Python, AWS, Airflow, Snowflake) (Hybrid)",Jobs for Humanity,"Paris, TX",Paris,TX,2024-01-14,United States,Manager Benefits,Mid senior,Onsite,AWS
"Manager, Data Engineering (Python, AWS, Airflow, Snowflake) (Hybrid)",Jobs for Humanity,"Paris, TX",Paris,TX,2024-01-14,United States,Manager Benefits,Mid senior,Onsite,Python
"Manager, Data Engineering (Python, AWS, Airflow, Snowflake) (Hybrid)",Jobs for Humanity,"Paris, TX",Paris,TX,2024-01-14,United States,Manager Benefits,Mid senior,Onsite,SQL
"Staff Engineer - Machine Learning | Remote - Dallas, TX",Gap Inc.,"San Francisco, CA",San Francisco,CA,2024-01-14,United States,Computer Operator,Mid senior,Onsite,Python
"Staff Engineer - Machine Learning | Remote - Dallas, TX",Gap Inc.,"San Francisco, CA",San Francisco,CA,2024-01-14,United States,Computer Operator,Mid senior,Onsite,SQL
"Staff Engineer - Machine Learning | Remote - Dallas, TX",Gap Inc.,"San Francisco, CA",San Francisco,CA,2024-01-14,United States,Computer Operator,Mid senior,Onsite,Machine Learning
Mission Data Analyst - Sr. Staff/Senior with Security Clearance,ClearanceJobs,"Boulder, CO",Boulder,CO,2024-01-14,United States,Data Entry Clerk,Mid senior,Onsite,Python
Lead Software Engineer - Data Analytics,ClickJobs.io,"Reynoldsburg, OH",Reynoldsburg,OH,2024-01-14,United States,Developer,Mid senior,Onsite,Data Engineering
Lead Software Engineer - Data Analytics,ClickJobs.io,"Reynoldsburg, OH",Reynoldsburg,OH,2024-01-14,United States,Developer,Mid senior,Onsite,Python
Lead Software Engineer - Data Analytics,ClickJobs.io,"Reynoldsburg, OH",Reynoldsburg,OH,2024-01-14,United States,Developer,Mid senior,Onsite,Tableau
Lead Software Engineer - Data Analytics,ClickJobs.io,"Reynoldsburg, OH",Reynoldsburg,OH,2024-01-14,United States,Developer,Mid senior,Onsite,AWS
Data Engineer,Jobs for Humanity,"Springfield, MA",Springfield,MA,2024-01-14,United States,Agricultural-Research Engineer,Mid senior,Onsite,Data Engineering
Data Engineer,Jobs for Humanity,"Springfield, MA",Springfield,MA,2024-01-14,United States,Agricultural-Research Engineer,Mid senior,Onsite,SQL
Data Engineer,Jobs for Humanity,"Springfield, MA",Springfield,MA,2024-01-14,United States,Agricultural-Research Engineer,Mid senior,Onsite,Python
Data Engineer,Jobs for Humanity,"Springfield, MA",Springfield,MA,2024-01-14,United States,Agricultural-Research Engineer,Mid senior,Onsite,Tableau
Securities Data Consultant,Jobs for Humanity,"Springfield, MA",Springfield,MA,2024-01-16,United States,Investment Analyst,Mid senior,Onsite,Data Analysis
Securities Data Consultant,Jobs for Humanity,"Springfield, MA",Springfield,MA,2024-01-16,United States,Investment Analyst,Mid senior,Onsite,SQL
Engineering Manager: Databases,Cloudflare,"Los Angeles, CA",Los Angeles,CA,2024-01-15,United States,Electrician Supervisor,Mid senior,Onsite,SQL
Lead Data Engineer,Jobs for Humanity,"New Haven, CT",New Haven,CT,2024-01-13,United States,Computer Systems Hardware Analyst,Mid senior,Onsite,Python
Lead Data Engineer,Jobs for Humanity,"New Haven, CT",New Haven,CT,2024-01-13,United States,Computer Systems Hardware Analyst,Mid senior,Onsite,AWS
Lead Data Engineer,Jobs for Humanity,"New Haven, CT",New Haven,CT,2024-01-13,United States,Computer Systems Hardware Analyst,Mid senior,Onsite,SQL
"Data Analyst with Min 6-10yrs exp in planning, organizing, and conducting research in various areas(Webcam Interview)(HYBRID)",Prohires,"Washington, DC",Washington,DC,2024-01-14,United States,Maintenance Data Analyst,Mid senior,Onsite,SQL
"Data Analyst with Min 6-10yrs exp in planning, organizing, and conducting research in various areas(Webcam Interview)(HYBRID)",Prohires,"Washington, DC",Washington,DC,2024-01-14,United States,Maintenance Data Analyst,Mid senior,Onsite,Data Analysis
"Data Analyst with Min 6-10yrs exp in planning, organizing, and conducting research in various areas(Webcam Interview)(HYBRID)",Prohires,"Washington, DC",Washington,DC,2024-01-14,United States,Maintenance Data Analyst,Mid senior,Onsite,Data Analysis
Sr. IT Manager - Data Reporting & Analytics,Miller Electric Mfg. LLC,"Appleton, WI",Appleton,WI,2024-01-16,United States,Manager Reports Analysis,Mid senior,Onsite,Data Visualization
Sr. IT Manager - Data Reporting & Analytics,Miller Electric Mfg. LLC,"Appleton, WI",Appleton,WI,2024-01-16,United States,Manager Reports Analysis,Mid senior,Onsite,Project Management
Senior Clinical Data Scientist - Focus on Statistics,Boehringer Ingelheim,"Ridgefield, CT",Ridgefield,CT,2024-01-16,United States,Mathematician,Mid senior,Onsite,Data Science
Senior Clinical Data Scientist - Focus on Statistics,Boehringer Ingelheim,"Ridgefield, CT",Ridgefield,CT,2024-01-16,United States,Mathematician,Mid senior,Onsite,Data Science
Senior Data and Controls Engineer (Hardware),Relativity Space,"Long Beach, CA",Long Beach,CA,2024-01-14,United States,Controls Designer,Mid senior,Onsite,Python
"Lead Data Engineer (Fintech team) (Bangkok based, relocation provided)",Agoda,"Boston, MA",Boston,MA,2024-01-14,United States,Data Base Administrator,Mid senior,Onsite,SQL
Research Data Analyst with Security Clearance,ClearanceJobs,"Bethesda, MD",Bethesda,MD,2024-01-15,United States,Actuary,Mid senior,Onsite,Data Analysis
Research Data Analyst with Security Clearance,ClearanceJobs,"Bethesda, MD",Bethesda,MD,2024-01-15,United States,Actuary,Mid senior,Onsite,Data Visualization
Research Data Analyst with Security Clearance,ClearanceJobs,"Bethesda, MD",Bethesda,MD,2024-01-15,United States,Actuary,Mid senior,Onsite,Tableau
Research Data Analyst with Security Clearance,ClearanceJobs,"Bethesda, MD",Bethesda,MD,2024-01-15,United States,Actuary,Mid senior,Onsite,SQL
Sr Manager Advanced Analytics and Data Science,Paladin Consulting,"Katy, TX",Katy,TX,2024-01-14,United States,Supervisor,Mid senior,Onsite,Data Science
Sr Manager Advanced Analytics and Data Science,Paladin Consulting,"Katy, TX",Katy,TX,2024-01-14,United States,Supervisor,Mid senior,Onsite,Machine Learning
Sr Manager Advanced Analytics and Data Science,Paladin Consulting,"Katy, TX",Katy,TX,2024-01-14,United States,Supervisor,Mid senior,Onsite,Python
Sr Manager Advanced Analytics and Data Science,Paladin Consulting,"Katy, TX",Katy,TX,2024-01-14,United States,Supervisor,Mid senior,Onsite,SQL
Sr Manager Advanced Analytics and Data Science,Paladin Consulting,"Katy, TX",Katy,TX,2024-01-14,United States,Supervisor,Mid senior,Onsite,Tableau
Sr Manager Advanced Analytics and Data Science,Paladin Consulting,"Katy, TX",Katy,TX,2024-01-14,United States,Supervisor,Mid senior,Onsite,AWS
Sr Manager Advanced Analytics and Data Science,Paladin Consulting,"Katy, TX",Katy,TX,2024-01-14,United States,Supervisor,Mid senior,Onsite,Project Management
"Staff Program Manager, Data Augmentation",Tesla,"Fremont, CA",Fremont,CA,2024-01-17,United States,Supervisor Matrix,Mid senior,Onsite,Project Management
"Staff Program Manager, Data Augmentation",Tesla,"Fremont, CA",Fremont,CA,2024-01-17,United States,Supervisor Matrix,Mid senior,Onsite,Data Science
"Staff Program Manager, Data Augmentation",Tesla,"Fremont, CA",Fremont,CA,2024-01-17,United States,Supervisor Matrix,Mid senior,Onsite,SQL
"Staff Program Manager, Data Augmentation",Tesla,"Fremont, CA",Fremont,CA,2024-01-17,United States,Supervisor Matrix,Mid senior,Onsite,Python
"Staff Program Manager, Data Augmentation",Tesla,"Fremont, CA",Fremont,CA,2024-01-17,United States,Supervisor Matrix,Mid senior,Onsite,Machine Learning
"Manager, Data Loss Prevention (DLP) Engineer (Symantec)",Jobs for Humanity,"New York County, NY",New York County,NY,2024-01-14,United States,Data Communications Analyst,Mid senior,Onsite,AWS
Big Data Cloud Architect,ERPMARK INC,"Mason, OH",Mason,OH,2024-01-14,United States,Architect,Mid senior,Onsite,Python
Big Data Cloud Architect,ERPMARK INC,"Mason, OH",Mason,OH,2024-01-14,United States,Architect,Mid senior,Onsite,AWS
Big Data Cloud Architect,ERPMARK INC,"Mason, OH",Mason,OH,2024-01-14,United States,Architect,Mid senior,Onsite,SQL
Big Data Cloud Architect,ERPMARK INC,"Mason, OH",Mason,OH,2024-01-14,United States,Architect,Mid senior,Onsite,Tableau
"Manager Engineering, Data Infrastructure",ACV Auctions,"Austin, TX",Austin,TX,2024-01-15,United States,Airport Engineer,Mid senior,Onsite,Data Engineering
"Manager Engineering, Data Infrastructure",ACV Auctions,"Austin, TX",Austin,TX,2024-01-15,United States,Airport Engineer,Mid senior,Onsite,AWS
Senior Data Engineer,Jobs for Humanity,"New Haven, CT",New Haven,CT,2024-01-14,United States,Computer Systems Hardware Analyst,Mid senior,Onsite,Python
Senior Data Engineer,Jobs for Humanity,"New Haven, CT",New Haven,CT,2024-01-14,United States,Computer Systems Hardware Analyst,Mid senior,Onsite,Tableau
Senior Data Engineer,Jobs for Humanity,"New Haven, CT",New Haven,CT,2024-01-14,United States,Computer Systems Hardware Analyst,Mid senior,Onsite,AWS
"Manager, Data Engineering",Jobs for Humanity,"Paris, TX",Paris,TX,2024-01-14,United States,Supervisor,Mid senior,Onsite,Data Engineering
